,Song,Artist,artist_trunc,search_term,lyrics_raw
1031,Honey,Mariah Carey,Mariah Carey,Honey Mariah Carey,"[Intro]
Uh, uh, honey got me hooked on you
I like that, ooh, ooh
(Come on, MC) La, la, la, la
(Come on) La, la, la, la (MC)
La, la, la, la, la, la (I like that)
(Let's go)

[Verse 1]
Honey, you can have me when you want me
Just simply ask me to be there (a huh)
And you're the only one who makes me come running
Because what you got is far beyond compared

[Pre-Hook]
And it's just like honey
When your love comes over me (that's right)
Oh, baby, I've got a dependency
Always strung out for another taste of your honey

[Hook]
It's like honey when it rushes over me
You know sugar never ever was so sweet
And I'm dying for you, crying for you, I adore you
Boy, you know your love addicted me
And I'm strung out on you, darling, don't you see?
Every night and day
I can hardly wait for another taste of honey
Honey, I can't describe how good it feels inside
Honey, I can't describe how good it feels inside

[Verse 2]
I can't be elusive with you honey (I like that)
Because it's blatant that I'm feeling you
And it's too hard for me to leave abruptly
You're the only thing I wanna do

[Pre-Hook]
And it's just like honey
When your love comes over me
Oh, baby, I've got a dependency
Always strung out for another taste of your honey

[Hook]
It's like honey when it rushes over me
You know sugar never ever was so sweet
And I'm dying for you, crying for you, I adore you
(I need you, babe)
Boy, you know your love addicted me
(Boy, your love addicted me)
And I'm strung out on you, darling, don't you see?
Every night and day (I be waiting for your love)
I can hardly wait for another taste of honey
Baby, I can love you, babe
(Tell the world we won't stop)
(And Mariah, you're on fire)
Got to hold on love thy saints
(Tell the world we won't stop)
(So, Mariah, take us higher)
(Tell the world we won't stop)
(And Mariah, you're on fire)
(Tell the world we won't stop)
(So, Mariah, take us higher)

[Bridge]
Breakdown
Uh, uh, every little thing you do
(Now what we going to do right here)
(We going to smooth it out, come on)
Uh, uh, honey, got me hooked on you
(MC, and she won't stop)
Honey, it's like

[Hook]
It's like honey when it rushes over me
You know sugar never ever was so sweet
And I'm dying for you, crying for you, I adore you
(Boy, I need your love, right now, baby)
Boy, you know your love addicted me
And I'm strung out on you, darling, don't you see?
Every night and day
I can hardly wait for another taste of honey
It's like honey when it rushes over me
You know sugar never ever was so sweet
And I'm dying for you, crying for you, I adore you
Boy, you know your love addicted me
And I'm strung out on you, darling, don't you see?
Every night and day
I can hardly wait for another taste of honey
It's like honey when it rushes over me
You know sugar never ever was so sweet (that's right)
And I'm dying for you, crying for you, I adore you
Boy, you know your love addicted me
And I'm strung out on you, darling, don't you see?
Every night and day
I can hardly wait for another taste of honey
Honey, I can't describe..."
1032,I Believe in You and Me,Whitney Houston,Whitney Houston,I Believe in You and Me Whitney Houston,"[Verse]
I Believe In You and Me
I Believe That we will be
In love eternally
Well as far as I can see
You Will Always be the one
For me (Oh yes, you will)
And I believe in dreams again
I believe that love will never end
And like the river finds the sea
I was lost, now I'm free
Because I believe In you and me
I will never leave your side
I will never hurt your pride
When all the chips are down, baby
Then I will always be around
Just to be right where you are
My love, you know I love you, boy
I will never leave you out
I will always let you in, boy (mmm, oh baby)
To places no-one's ever been
Deep inside, can't you see?
That I believe in you and me
Maybe I'm a fool
To feel the way I do
I will play the fool forever
Just to be with you forever
I believe in miracles
And love is the miracle
And yes, baby you're my dream come true
I was lost, now I'm free
Oh, baby because i believe, i do believe, in you and me
See, I was lost, now I'm free
Because I believe in you and me"
1033,Da' Dip,Freak Nasty,Freak Nasty,Da' Dip Freak Nasty,"[Intro]
This goes out to all the women in the world, especially her
You know it don't even matter your age; it don't even matter your color
Yo, fellas, I ain't forgettin' 'bout y'all
This is for everybody who like to dance
Just listen to what I'm sayin' and do it, and take a chance

[Refrain]
I put my hand upon your hip, when I dip, you dip, we dip
You put your hand upon my hip, when you dip, I dip, we dip
I put my hand upon your hip, when I dip, you dip, we dip
You put yours, and I put mine, and we can dip down low and roll and grind

[Verse 1]
Just get on the floor like I said befo'
Y'all remember that ""Down Low""!
Just put a little dip wit' it
Now roll those hips wit' it
Pop it, push it, rock it, roll it
Can't control it? I'll come hold it
It's all in fun so take a chance
Just get on the floor and do that dance, y'all
I know you like this so, don't try to fight it
Turn around, baby, let me see you from the back
Yeah, I like it like that
Get up now, roll those hips
Drop down, double-up on those dips
Freak Nasty wanna see
Can y'all do this right here for me?

[Refrain]
I put my hand upon your hip, when I dip, you dip, we dip
You put your hand upon my hip, when you dip, I dip, we dip
I put my hand upon your hip, when I dip, you dip, we dip
You put yours, and I put mine, and we can dip down low and roll and grind

[Verse 2]
Back again with the second verse
It's all clean, so I'm not gonna curse
Droppin' bass like a bad habit
Love all women, cause I gotta have it
Comin' at y'all in stereo
I'm ridin' that thing like a rodeo
Hang on, baby, cause the ride is rough, and ...
[Don't stop till you get enough] {OOH!}
I got my girls in the front
Now a lady just bumpin' that rump
Raise it up, let me see that brown
Slap it, girl, make it jiggle around
Round and round that rump goes
Where it stop, yo, no one knows, yeah
Freak Nasty wanna see
Can y'all do this right here for me?

[Refrain]
I put my hand upon your hip, when I dip, you dip, we dip
You put your hand upon my hip, when you dip, I dip, we dip
I put my hand upon your hip, when I dip, you dip, we dip
You put yours, and I put mine, and we can dip down low and roll and grind

Well alright, y'all! If you ain't dippin', you must
Be trippin'! If you ain't doin it Down Low, you gots
To go! To the people thats movin' slow to the
Dance floor! Yo DJ! Pump it up some MO-O-O-O .....

[Verse 3]
It's off to the show in a limo
Before the show, I gotta get that dough
Pay them girls what they're worth
Slip that money under that skirt
Take it off, baby, let me see
You might get a lil' mo' lucci
G-string havin' oh so much fun
Playin' inside, between them buns
Shortie got it on like Marvin
Teasin' me and you know I'm starvin'
Lick you up, then lick you down
I ain't finished; girl, turn around
Lick you up and down your back
Cause I'm that freak, I'm freaky like that!
Freak Nasty wanna see
Can y'all do this right here for me?

[Refrain]
I put my hand upon your hip, when I dip, you dip, we dip
You put your hand upon my hip, when you dip, I dip, we dip
I put my hand upon your hip, when I dip, you dip, we dip
You put yours, and I put mine, and we can dip down low and roll and grind

[Verse 4]
I'm settin' it off to another level
You're diggin' Freak Nasty without a shovel
This is my world; I'm just a squirrel
Tryin' to get a nut, so wassup
Yo, DJ, when the party's getting slow
Join this jam on and watch that flow
Get taken over like in '94
When I had the whole world gettin' Down Low
New Orleans born, ATL livin'
Freak Nasty's what I'm givin'
My juice is sweet like Georgia Peaches
Women suck it up like leeches
Uh-huh, if you're so good
You must admit you like this shhhhhhhhhh
Yeah, y'all know the song
So come on won't you sing it with me?

I put my hand upon your hip
When I dip you dip we dip
You put your hand upon my hip
When you dip I dip we dip

I put my hand upon your hip
When I dip you dip we dip
You put your hand upon my hip
When you dip I dip we dip

I put my hand upon your hip
When I dip you dip we dip
You put your hand upon my hip
When you dip I dip we dip

I put my hand upon your hip
When I dip you dip we dip
You put your hand upon my hip
When you dip I dip we dip

I put my hand upon your hip
When I dip you dip we dip"
1034,2 Become 1,Spice Girls,Spice Girls,2 Become 1 Spice Girls,"[Verse 1: Sporty]
Candle light and soul forever
A dream of you and me together
Say you believe it, say you believe it

[Scary]
Free your mind of doubt and danger
Be for real, don't be a stranger
We can achieve it, we can achieve it

[Pre-Chorus: Baby]
Come a little bit closer, baby
Get it on, get it on
Cause tonight is the night when two become one

[Chorus]
I need some love like I never needed love before
(Wanna make love to ya', baby)
I had a little love, now I'm back for more
(Wanna make love to ya', baby)
Set your spirit free, it's the only way to be

[Verse 2: Sporty]
Silly games that you were playing
Empty words we both were saying
Let's work it out, boy, let's work it out, boy

[Posh]
Any deal that we endeavor
Boys and girls feel good together
Take it or leave it, take it or leave it

[Pre-Chorus: Baby]
Are you as good as I remember, baby?
Get it on, get it on
Cause tonight is the night when two become one

[Chorus]
I need some love like I never needed love before
(Wanna make love to ya', baby)
I had a little love, now I'm back for more
(Wanna make love to ya', baby)
Set your spirit free, it's the only way to be

[Bridge]
Be a little bit wiser, baby
Put it on, put it on
Cause tonight is the night when two become one

[Chorus]
I need some love like I never needed love before
(Wanna make love to ya', baby)
I had a little love, now I'm back for more
(Wanna make love to ya', baby)

I need some love like I never needed love before
(Wanna make love to ya', baby)
I had a little love, now I'm back for more
(Wanna make love to ya', baby)
Set your spirit free, it's the only way to be

[Outro]
It's the only way to be
It's the only way to be"
1035,All for You,Sister Hazel,Sister Hazel,All for You Sister Hazel,"[Verse 1]
Finally I figured out
But it took a long long time
And now there's a turnabout
Maybe cause I'm trying

[Pre-Chorus]
There's been times, (I'm so confused)
All my roads (They lead to you)
I just can't turn and walk away...

[Chorus]
It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you

[Verse 2]
I thought I'd seen it all
Cause it's been a long long time
Oh but then we'll trip and fall
Wondering if I'm blind

[Pre-Chorus]
There's been times, (I'm so confused)
All my roads (They lead to you)
I just can't turn and walk away...

[Chorus]
It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you

[Verse 3]
Rain comes pouring down (Pouring down)
Falling from blue skies (Falling from blue skies)
Words without a sound
Coming from your eyes

[Verse 4]
Finally I figured out
But it took a long long time
And now there's a turnabout
Maybe cause I'm trying

[Pre-Chorus]
There's been times, (I'm so confused)
All my roads (They lead to you)
I just can't turn and walk away...

[Chorus]
It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you
It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you"
1036,Cupid,112,112,Cupid 112,error
1037,Where Have All the Cowboys Gone?,Paula Cole,Paula Cole,Where Have All the Cowboys Gone? Paula Cole,"One two three four

Oh you get me ready
In your '56 Chevy
Why don't we go sit down in the shade
Take shelter on my front porch
The dandelion sun scorching
Like a glass of cold lemonade

I will do the laundry
If you pay all the bills
Where is my John Wayne
Where is my prairie song
Where is my happy ending
Where have all the cowboys gone

Why don't you stay the evening
Kick back and watch the T.V
And I'll fix a little something to eat
Ohh I know your back hurts
From working on the tractor
How do you take your coffee my sweet

I will raise the children
If you pay all the bills
Where is my John Wayne
Where is my prairie song
Where is my happy ending
Where have all the cowboys gone

I am wearing my new dress tonight
But you don't, but you don't even notice me
Say our goodbyes
Say our goodbyes
Say our goodbyes

We finally sell the Chevy
When we had another baby
And you took that job in Tennessee
You made friends at the farm
And you join them at the bar
Almost every single day of the week

I will wash the dishes
While you go have a beer
Where is my John Wayne
Where is my prairie song
Where is my happy ending
Where have all the cowboys gone
Where is my Marlboro Man
Where is his shiny gun
Where is my lonely ranger
Where have all the cowboys gone?"
1038,Sunny Came Home,Shawn Colvin,Shawn Colvin,Sunny Came Home Shawn Colvin,"[Verse 1]
Sunny came home to her favorite room
Sunny sat down in the kitchen
She opened a book and a box of tools
Sunny came home with a mission

[Chorus]
She says days go by
I'm hypnotized
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire

[Verse 2]
Sunny came home with a list of names
She didn't believe in transcendence
It's time for a few small repairs she said
Sunny came home with a vengeance

[Chorus]
She says days go by
I don't know why
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire

[Bridge]
Get the kids and bring a sweater
Dry is good and wind is better
Count the years, you always knew it
Strike a match, go on and do it

[Chorus]
Oh days go by
I'm hypnotized
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire

[Outro]
Oh light the sky and hold on tight
The world is burning down
She's out there on her own and she's alright
Sunny came home
Sunny came home"
1039,It's Your Love,Tim McGraw and Faith Hill,Tim McGraw,It's Your Love Tim McGraw,"[Verse 1: Tim McGraw]
Dancin' in the dark
Middle of the night
Takin' your heart
And holdin' it tight
Emotional touch
Touchin' my skin
And askin' you to do
What you've been doin' all over again

[Pre-Chorus: Tim McGraw]
Oh, it's a beautiful thing
Don't think I can keep it all in
I just gotta let you know
What it is that won't let me go

[Chorus: Tim McGraw & Faith Hill]
It's your love
It just does something to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
It's your love

[Verse 2: Tim McGraw & Faith Hill]
Better than I was
More than I am
And all of this happened
By takin' your hand
And who I am now
Is who I wanted to be
And now that we're together
I'm stronger than ever
I'm happy and free

[Pre-Chorus: Tim McGraw & Faith Hill]
Oh, it's a beautiful thing
Don't think I can keep it all in, no
And if you asked me why I changed
All I gotta do is say your sweet name

[Chorus: Tim McGraw & Faith Hill]
It's your love
It just does somethin' to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
It's your love
Oh, baby

[Pre-Chorus: Tim McGraw & Faith Hill]
Oh, it's a beautiful thing
Don't think I can keep it all in
I just gotta let you know
What it is that won't let me go

[Chorus: Tim McGraw & Faith Hill]
It's your love
It just does something' to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
It's your love

[Outro: Tim McGraw & Faith Hill]
It's your love
It's your love"
1040,Ooh Aah... Just a Little Bit,Gina G,Gina G,Ooh Aah... Just a Little Bit Gina G,"You're my love, you're my sweetest thing
Don't shy away, don't shy away
Every night makes me hate the days
Can't get enough of your love

Am I wrong am I so unkind
Show me the way don't turn away
I can't hide all these thoughts in my mind
Every moment I'm just thinking of you

Chorus
(Ooh Aah) Just a little bit
(Ooh Aah) A little bit more
(Ooh Aah) Just a little bit
You know what I'm looking for
(Ooh Aah) Just a little bit
(Ooh Aah) A little bit more
(Ooh Aah) Just a little bit
I'll give you love you can't ignore

Feeling good let's go all the way
It's got to be set me free
But tonight let my body say
Take it slow, don't let it go

How can I prove my love to you
Baby please, you're all I need
Like a child but it's born out of phase
Could act the angel but it wouldn't be true

Chorus

What can you do for me
Oh what can you do
Cos I feel, so alive
I feel your love inside ohhhh

Just a little bit, little bit more
Just a little bit, just a little
Just a little bit, little bit more
Just a little bit, woah

Chorus to fade"
1041,Mouth,Merril Bainbridge,Merril Bainbridge,Mouth Merril Bainbridge,"[Verse 1:]
I feel like I've been blown apart
There are pieces here
I don't know where they go
I don't know where they go

Kiss me on my salty lips
I bet you feel a little crazy
But for me
We'll be famous on TV

[Chorus:]
Would it be my fault
If I could turn you on?
Would I be so bad
If I could turn you on?

When I kiss your mouth
I want to taste it
Turn you upside down
Don't want to waste it

[Verse 2:]
I jump on you
You jump on me
You push me out

And even though you know
I love you
I'd be inclined to slap you in the mouth

When I kiss your salty lips
You will feel a little crazy
But for me
I'll be famous on TV

[Repeat Chorus x2:]

[Bridge:]
Now, will it be my fault
If I take your love and throw it wide?
You might restrain me
But could you really blame me?

And you will feel you're blown apart
All the pieces there will fit
To make you whole
And I know where they go

[Repeat Chorus:]

Turn you upside down
Don't want to waste it
When I kiss your mouth
I want to taste it

Turn you upside down
Don't want to waste it"
1042,All Cried Out,Allure featuring 112,Allure featuring,All Cried Out Allure featuring,"[Verse 1:Allure]
All alone on a Sunday morning
Outside I see the rain is falling, whoa oh
Inside I'm slowly dying
But the rain will hide my crying, crying, crying
And you...

[Pre-Chorus 1]
Don't you know my tears will burn the pillow
Set this place on fire 'cause I'm tired of your lies
All I needed was a simple ""Hello""
But the traffic was so noisy that you could not hear me cry

[Chorus 1]
I...
I gave you my love in vain
My body never knew such pleasure
My heart never knew such pain
And you...
You leave me so confused
Now I'm all cried out
Over you

(Ooh I'm over you, oh yeah you, yes)

[Verse 2:112]
Never wanted to see things your way, I had to go astray
Oh, why was I such a fool, baby
(Why was I such a fool) (Oh, yeah)
Now I see that the grass is greener, is it too late for me
To find my way home, how could I be so wrong?
(Leaving me all alone)

[Pre-Chorus 2:Allure & 112]
Don't you know my tears will cause an inferno
(Tears will cause an inferno baby)
Romance often fades why should I take the blame?
(Why should... why should I?)
You were the one who left me neglected
(Oh, I'm so sorry, baby)
Apology not accepted, add me to the broken hearts you've collected

[Chorus 2]
I...
I gave you all of me
How was I to know
You would weaken so easily
I...
I don't know what to do
Now I'm all cried out (I'm all cried out)
Over you

[Chorus 3]
I...
I gave you my love in vain
My body never knew such pleasure
My heart never knew such pain
And you... (Left me so confused)
Now I'm all cried out (All cried out)
Now I'm all cried out (All cried out)
Over you

[Outro:112]
Yes, I'm sorry
Please forgive me baby, oh-oh
Please forgive me"
1043,I'm Still in Love with You,New Edition,New Edition,I'm Still in Love with You New Edition,"[Intro]
Still in love...
Mmm...
I'm still in love
(With you)
With you
La da da da, La da da da, La da da da, La da da da, La da da da, La da da da
Still in love
(Listen)

[Verse 1]
Oh, what can I do, girl?
So much in love, girl
But ya' friends gotcha' thinkin'
And it's affecting you
(Don't listen, baby)
What can I do, girl?
So in love, girl
And I don't know what to do
Cause I don't wanna' lose you

[Pre-Chorus]
No
What would I do without your love?
Baby, it's heaven sent from above
So you don't believe
What your friends tell you 'bout me

[Chorus]
I'm still the man for you
And I'm still the man that's true
And I'm still the man who's lucky
And I'm still in love with you
It don't matter what your friends do
They're just jealous of me and you
And I'll always keep you happy
Cause I'm still in love with you
(I'm still in love) Yeah

[Verse 2]
Time passes so fast, babe
I wish it would last, babe
Cause I know in my heart
That my life ends and starts with you
(Yea)
And, baby, I know that this feelin'
I'm feelin' just won't let me go, baby
(You know why)
Cause you're the first true love
I've ever known

[Pre-Chorus]
So
What would I do without your love?
Baby, it's heaven sent from above
And I know that in my heart
I'm the best for you

[Chorus]
I'm still the man for you
(Oooh)
And I'm still the man that's true
(I'm still the man, baby)
And I'm still the man who's lucky
(Ooo ho)
And I'm still in love with you
(I said, I'm still in love with you)
It don't matter what your friends do
(Don't matter what they say to you)
They're just jealous of me and you
(It don't matter)
And I'll always keep you happy
(It just don't matter)
(The only thing that matters is that I'm still in love with you)
Cause I'm still in love with you
(Woo)

[Verse 3]
Ohhh
What can I do to right this wrong?
I know that it makes me happy
To be in love with you
Sooo

[Chorus]
I'm still the man for you
(Hey, baby)
And I'm still the man that's true
(Darling, I'm still the man, baby)
And I'm still the man who's lucky
(The man)
(Woah, yea)
And I'm still in love with you
(Oh, aw yea)
It don't matter what your friends do
(You see it don't matter)
Their just jealous of me and you
(It don't matter)
(Said, it don't matter)
And I'll always keep you happy
(It don't matter)
(Cause I'll always)
(Always)
Cause I'm still in love with you
(Oooh)

[Outro]
No one loves you
(Like)
Like I love you
I still love you
(You)
I'm in love with you
(Said)
I'm still the man for you, baby
I'll always make you happy
I'll always be there, baby
Cause I'm still in love
Still in love with you..."
1044,Invisible Man,98 Degrees,98 Degrees,Invisible Man 98 Degrees,"[Verse 1]
You can hardly
Wait to tell all your friends
How his kisses taste sweet like wine
And how he always
Makes your heart skip a beat
Every time he walks by
And if you're feeling down
He'll pick you up
He'll hold you close when
You're makin' love
He's everything
You've been dreaming of
Oh baby

[Chorus]
I wish you'd look at me that way
Your beautiful eyes
Lookin' deep into mine
Telling me more than
Any words could say
But you don't even know I'm alive
Baby to you all I am
Is the invisible man

[Verse 2]
You probably spend
Hours on the phone
Talkin' 'bout nothing at all
It doesn't matter
What the conversation
Just as long as he called
Lost in a love so real
And so sincere
You wipe away each other's tears
Your face lights up
Whenever he appears

[Bridge]
I see you all the time baby
The way you look at him
I wish it was me sweetheart
Boy I wish it was me
But I guess I'll never be...

[Chorus]"
1045,Not Tonight,"Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez",Lil' Kim,Not Tonight Lil' Kim,"[Verse 1]
I know a dude named Jimmy used to run up in me
Night time pissy drunk off the Henny and Rémy
I didn't mind it, when he fucked me from behind it
Felt fine, 'specially when he used to grind it
He was a trick when I sucked his dick
He used to, pass me bricks, credit cards and shit
Suck him to sleep, I took the keys to the Jeep
Tell him, ""I'll be back,"" go fuck with some other cats
Flirtin', gettin' numbers, in the summer, ho hop
Raw top in my man's drop
Then this homie Jimmy, he's screamin', ""Gimme""
Lay me on my back, bustin' nuts all in me
After ten times we fucked, I think I bust twice
He was nice, kept my neck filled with ice
Put me in Chanels, kept me out nice
Called suckin' his dick, ""rockin' the mic""
It was somethin' about this dude I couldn't stand
Somethin' that coulda made his ass a real man
Somethin' I wanted, but I never was pushy
The motherfucker never ate my pussy

[Chorus]
I don't want dick tonight
Eat my pussy right
Uh, uh, uh, uh Lil' Kim, Lil' Kim, bring it to me now

[Verse 2]
I know a dude named Ron Doo push a Q
Had a wild crew on Flatbush & Avenue U
Had a weed spot, used to pump African black
He used to, seal his bag so his workers wouldn't tap
I used to see him, in The Tunnel, with fuckers at dawn
Whisper in my ear he wanna get his fuck on
I dug him, so I fucked him, it wasn't nuttin'
He wanted me to suck him, but I didn't, I ain't frontin'
The sex was wack, a four-stroke creep
I jumped on the dick, rode his ass to sleep
He called next week, askin' why I ain't beep him
""I thought your ass was still sleepin'""
He laughed, told me he bought a new Path
Could he come over right fast and fuck my pretty ass?
""I'll pass, nigga, the dick was trash
If sex was record sales you would be double glass
The only way you seein' me is if you eatin' me
Downtown, taste my love like Horace Brown
Tryin' to impress me with your 5 G stones
I give you 10 G's, nigga, if ya leave me alone,"" screamin'

[Chorus]
I don't want dick tonight
Eat my pussy right
I don't want dick tonight
Eat my pussy right

[Verse 3]
The moral of the story is this:
You ain't lickin' this, you ain't stickin' this
And I got witnesses, ask any nigga I been with
They ain't hit shit till they stuck they tongue in this
I ain't with that frontin' shit
I got my own Benz, I got my own ends, immediate friends
Me and my girls rock worlds, some big niggas
Fuck for car keys, and double-digit figures
Good dick I cherish, I could be blunt
I treat it like it's precious, I ain't gonna front
For limp-dick niggas, that's frontin' like they willy
Suck my pussy till they kill me, you feel me?

[Chorus]
I don't want dick tonight
Eat my pussy right
I don't want dick tonight
Eat my pussy right
I don't want dick tonight"
1046,Look into My Eyes,Bone Thugs-n-Harmony,Bone Thugs-n-Harmony,Look into My Eyes Bone Thugs-n-Harmony,"[Intro: Krayzie Bone]
We thuggish ruggish niggas always, always
And ready to bring the war up your way, if you hate
We thuggish ruggish niggas always, always
And ready to bring the war up your way, if you hate

[Chorus]
Look into my eyes and tell me what it is you see in me
Would you look into my eyes?
Look into my eyes and tell me what it is you see in me
Could you tell me what you see?

[Verse One: Bizzy Bone]
Comin' through the door with my militia, why do they bring big niggas?
Fuck y'all, with a gang of bodyguards
My niggas is stone cold killas, peelas
Steppin' out the limos the bitch soldiers maintain
Givin' my babies all of my money, but my diamonds steady be shinin'
My gang, you know me. Homies got mo' love
And I'm blessed, when I'm outta my sentence
Pump my fist to Mo Thug, gotta keep the Lord up over my shoulders
Jesus sent me his roll or loco, sober, load a revolver, hold up
Now, buck 'em all to Hell, cause I'm showin' 'em
And I seen that the bulletholes was too much, no luck
Ya get blowed up, all of you niggas goes out
The surgeons say that your body can not be sewed up
Hold up, and wait a minute
It's time for Bone Thugs, cause y'all think that you can really hate, nigga

[Chorus]
Look into my eyes and tell me what it is you see in me
Would you look into my eyes?
Look into my eyes and tell me what it is you see in me
Could you tell me what you see?

[Verse Two: Krayzie Bone]
What makes a nigga think he can bite my shit and call his shit original?
What's worse, tellin' people you made the style we put down three fuckin'
Years ago
And that's just like a nigga wanna take all the credit
I bet it didn't even occur that we would eventually meet with ya, kid
Don't crash, collide, lock up with the enemy
And I don't wanna say a nigga's name and all that
But a y'all fin to get stomped, let 'em loose
And they heard the news, ya run up, ya could get dead, oh
Uh-huh, hey, we murder muthafuckas in a deadly way -
Fully automatic when we let 'em lay
""Aw shit! Get down, Leatherface.""
Fuck 'em all, if I can't get my respect
Come on, now, put them to rest
What a bloody, bloody mess, but nevertheless, we won't stress
I figured this platinum got you actin' like you got to be me
It's all in your mind, but in time, you'll find we as real as we speak

[Chorus]
Look into my eyes and tell me what it is you see in me
Would you look into my eyes?
Look into my eyes and tell me what it is you see in me
Could you tell me what you see?

[Verse Three: Layzie Bone]
All I see is this soldier, pistol in holster, givin' you the most
I toast to them thugs
Nigga, nothin' but the love of bud that we brought to the table
And a nigga wanna test, catch slugs, put 'em in the mud
Harmony smooth with the thug shit, mo murda to the fools that clone
Five niggas loc'd out with the roughness, nigga
And it's war when you craft these Bones we can get it on
And I'm referrin' to all of y'all bitches
Y'all know who y'all are when y'all tried that
Rollin' with the E since ninety-three, shuttin'
Shit down in the industry, nigga, can you bite that?
I know y'all niggas wanna roll with pros, and make friend of foes
But we chosen - God done blessed us with His potion
Pure devotion, freely spoken, baby
Niggas can't see us never, stay together, my click too clever
Ridin' through the days of the stormy weather
Remember: eternal, it means for everlastin'
#1 Assassin blastin', bashin' on all you niggas's what I'm doin'
All of the heavens gonna be rulin' trues, when He come
We won't be losin', provin' 'em wrong

[Chorus]
Look into my eyes and tell me what it is you see in me
Would you look into my eyes?
Look into my eyes and tell me what it is you see in me
Could you tell me what you see?

[Verse Four: Wish Bone]
I see five killa realer niggas ready to roll wherever I go
True to pull the trigger, smother a nigga, put 'em in a river
We the killas, and that's for sure
Niggas out there clownin' mine, you can't rhyme, the style you got is all mine
And when I see you, bitch, I'm goin' in your pockets double-time
And it's like that, you don't want that
Come and get some pap, pap. Wanna sound like?
Wanna be like? Nigga, we can't have that
Why a nigga wanna bite the Bone shit? Platinum raps
Nigga bet that bitin' shit ain't doin' nothin', tryin' to make somethin'
Outta nothin'
Fuck it, let's peel caps, buck 'em all down
Put 'em in check, fuck 'em up with the 44 mag, I'm glad
Cause when you're fuckin' with Bone, we sendin' 'em home in a bodybag
Now, look into my eyes, bet you see a realer killa thug puttin' it down with
Harmony, harmony

[Chorus]
Look into my eyes and tell me what it is you see in me
Would you look into my eyes?
Look into my eyes and tell me what it is you see in me
Could you tell me what you see?
Look into my eyes and tell me what it is you see in me
Would you look into my eyes?
Look into my eyes and tell me what it is you see in me
Could you tell me what you see?

[Outro]
Bone thugs, bone thugs, bone thugs..."
1047,Get It Together,702,702,Get It Together 702,"[Chorus:]
I don't really wanna stay
I don't really wanna go
But I really need to know
Can we get it together?
Get it together
(Get it together)

I don't really wanna go
I don't really wanna stay
(I don't wanna stay)
But I really hope and pray
Can we get it together?
Get it together

[Verse 1:]
You don't know
The pain that I feel
You've taken my love for granted
And you just wanna see it your way
Hey

It's about that time
I'm gonna tell you
What's on my mind
(What's on my mind)

I'm fed up with you
Not being here with me
When you know love is all I need

[Chorus:]
I don't really wanna stay
I don't really wanna go
But I really need to know
Can we get it together?
(Can we get it? yeah)
Get it together

(And I don't wanna)
I don't really wanna go
I don't really wanna stay
(Don't want to stay)
But I really hope and pray
Can we get it together?
Get it together
(Let's get together, babe)

[Verse 2:]
I cannot go
Cause being confused just takes control
I hope we can start brand new
'Cause I don't want to lose you
Oh, no

With a love we share
Baby
It's oh so rare
I'm willing to try
And make you see
That all you need is here in me

[Chorus:]
I don't wanna stay
I don't wanna go
Let me know how you feel
(Let me know how you feel)

(I don't wanna)
I don't wanna stay
(Don't wanna go, oh, no)
I don't wanna go
But you gotta let me know
(You gotta let me know)
Just how you feel
(Just how you feel, yeah)

(I don't wanna stay, no, no)
I don't really wanna stay
I don't really wanna go
(And I don't want to go)
But I really need to know
Can we get it together?
Get it together
(Come on, babe)
(Let's get it together)

I don't really wanna go
I don't really wanna stay
But I really hope and pray
Can we get it together?
(Come on, boy)
Get it together
(Yeah, yeah)

[Bridge:]
See, I'm so confused
I just don't know what to do
And I don't understand, no

You know
I don't wanna stay
You know
I don't wanna go
Baby, please
Listen to me

[Chorus:]
(I don't wanna)
I don't really wanna stay
I don't really wanna go
(Don't wanna go)
But I really need to know
Can we get it together?
(Can we? Yeah)
Get it together
(I hope, I pray, baby, baby)"
